link
https://www.whitehouse.gov/briefings-statements/statement-by-the-president-122320-2/
https://www.whitehouse.gov/briefings-statements/statement-by-the-president-122320/
https://www.whitehouse.gov/briefings-statements/bill-announcement-122320/
https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-executive-grants-clemency-122320/
https://www.whitehouse.gov/briefings-statements/presidential-veto-message-house-representatives-h-r-6395/
https://www.whitehouse.gov/briefings-statements/bill-announcement-122220-2/
https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-executive-grants-clemency-122220/
https://www.whitehouse.gov/briefings-statements/statement-ondcp-director-carroll-release-2019-drug-mortality-data/
https://www.whitehouse.gov/briefings-statements/bill-announcement-122220/
https://www.whitehouse.gov/briefings-statements/bill-announcement-122120/
https://www.whitehouse.gov/briefings-statements/readout-trump-administrations-45th-governors-briefing-covid-19-response-best-practices/
https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-oklahoma-disaster-declaration-122120/
https://www.whitehouse.gov/briefings-statements/bill-announcement-122020/
https://www.whitehouse.gov/briefings-statements/presidential-message-first-birthday-united-states-space-force/
https://www.whitehouse.gov/briefings-statements/bill-announcement-121820-2/
https://www.whitehouse.gov/briefings-statements/statement-press-secretary-121820/
https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-space-forces-1st-birthday-celebration/
https://www.whitehouse.gov/briefings-statements/statement-by-the-president-121820/
https://www.whitehouse.gov/briefings-statements/bill-announcement-121820/
https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-safe-effective-vaccine-confidence-event/
https://www.whitehouse.gov/briefings-statements/ondcp-director-carrolls-statement-2020-monitoring-future-survey-trends-youth-substance-misuse/
https://www.whitehouse.gov/briefings-statements/bill-announcement-121720-2/
https://www.whitehouse.gov/briefings-statements/bill-announcement-121720/
https://www.whitehouse.gov/briefings-statements/vice-president-mike-pence-publicly-receive-covid-19-vaccine-build-confidence-among-americans/
https://www.whitehouse.gov/briefings-statements/message-congress-continuation-national-emergency-respect-serious-human-rights-abuse-corruption-121620/
https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-serious-human-rights-abuse-corruption-121620/
https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-life-winning-event/
https://www.whitehouse.gov/briefings-statements/press-briefing-press-secretary-kayleigh-mcenany-12-15-2020/
https://www.whitehouse.gov/briefings-statements/readout-first-lady-melania-trumps-visit-childrens-national-hospital/
https://www.whitehouse.gov/briefings-statements/remarks-vice-president-pence-roundtable-discussion-operation-warp-speed-bloomington/
